date,service_line,active_clients,new_clients,churned_clients,new_leads,revenue_usd,marketing_spend_usd,projects_completed,avg_deal_size_usd
2020-08-01,Influencer Marketing,7,1,0,6,10083.95,662.38,2,2764.15
2020-09-01,Influencer Marketing,8,1,0,7,9739.73,778.31,5,2124.76
2020-10-01,Influencer Marketing,8,1,1,6,10966.38,916.84,2,2716.51
2020-11-01,Influencer Marketing,7,0,1,0,12089.03,848.54,2,4453.32
2020-12-01,Influencer Marketing,7,0,0,0,10998.39,1093.89,6,3862.55
2021-01-01,Influencer Marketing,7,0,0,0,13226.5,1729.61,4,3958.42
2021-02-01,Influencer Marketing,7,0,0,0,11592.49,1392.1,3,3860.56
2021-03-01,Influencer Marketing,8,1,0,8,11481.87,793.15,2,1868.2
2021-04-01,Influencer Marketing,9,2,1,20,11612.63,709.85,3,1434.86
2021-05-01,Influencer Marketing,10,1,0,7,12119.2,975.14,1,4080.08
2021-06-01,Influencer Marketing,10,0,0,0,12695.44,1643.45,3,3750.89
2021-07-01,Influencer Marketing,9,0,1,0,11397.42,923.96,1,3932.81
2021-08-01,Influencer Marketing,10,1,0,10,14033.89,1437.92,2,3840.66
2021-09-01,Influencer Marketing,10,1,1,6,13296.43,1742.03,5,2735.05
2021-10-01,Influencer Marketing,10,1,1,6,13794.46,1662.99,2,2889.01
2021-11-01,Influencer Marketing,10,0,0,0,14247.59,1831.37,5,4046.18
2021-12-01,Influencer Marketing,11,1,0,6,15292.14,1108.71,2,2372.7
2022-01-01,Influencer Marketing,12,1,0,11,16001.79,1715.25,3,3195.67
2022-02-01,Influencer Marketing,12,1,1,8,11510.54,1347.99,2,3144.65
2022-03-01,Influencer Marketing,12,1,1,6,12917.34,1423.44,4,1614.56
2022-04-01,Influencer Marketing,11,0,1,0,13183.74,1621.98,2,3905.14
2022-05-01,Influencer Marketing,12,1,0,10,14992.5,1560.38,9,3017.74
2022-06-01,Influencer Marketing,11,0,1,0,11470.42,1123.23,2,4237.2
2022-07-01,Influencer Marketing,12,2,1,22,12348.1,863.98,2,1282.33
2022-08-01,Influencer Marketing,12,1,1,8,12271.17,1553.35,4,4333.8
2022-09-01,Influencer Marketing,13,2,1,11,13146.98,1118.95,4,1371.44
2022-10-01,Influencer Marketing,13,1,1,6,17086.97,1186.7,5,2988.1
2022-11-01,Influencer Marketing,13,1,1,8,15110.57,1106.86,3,2625.49
2022-12-01,Influencer Marketing,14,2,1,15,17857.91,1528.79,6,1844.3
2023-01-01,Influencer Marketing,13,0,1,0,13432.82,1431.4,6,4220.41
2023-02-01,Influencer Marketing,13,1,1,10,15688.89,1890.84,7,3356.2
2023-03-01,Influencer Marketing,12,0,1,0,14713.77,1583.84,2,3663.78
2023-04-01,Influencer Marketing,12,1,1,6,15607.09,1124.53,6,1739.32
2023-05-01,Influencer Marketing,12,1,1,9,16199.42,1205.64,3,1246.11
2023-06-01,Influencer Marketing,12,1,1,10,14112.46,880.43,5,2451.58
2023-07-01,Influencer Marketing,12,1,1,6,15629.47,1233.22,4,2427.61
2023-08-01,Influencer Marketing,13,2,1,22,16526.16,1597.17,5,2238.47
2023-09-01,Influencer Marketing,15,3,1,21,15895.88,1793.63,3,1266.85
2023-10-01,Influencer Marketing,15,1,1,8,19201.63,1789.21,7,3127.41
2023-11-01,Influencer Marketing,15,1,1,6,19783.63,1559.7,3,1699.32
2023-12-01,Influencer Marketing,16,2,1,15,19346.81,1528.92,4,1333.65
2024-01-01,Influencer Marketing,16,1,1,6,17461.0,1439.07,3,3298.53
2024-02-01,Influencer Marketing,16,1,1,6,19150.92,1313.31,6,2960.95
2024-03-01,Influencer Marketing,16,1,1,12,17055.57,1644.19,4,2829.9
2024-04-01,Influencer Marketing,16,1,1,6,18598.07,1594.08,4,2511.66
2024-05-01,Influencer Marketing,16,1,1,8,18808.11,1577.69,3,1602.65
2024-06-01,Influencer Marketing,16,1,1,7,19304.05,2019.8,4,2565.54
2024-07-01,Influencer Marketing,16,1,1,7,16713.27,1646.57,3,3017.5
2024-08-01,Influencer Marketing,16,1,1,12,20281.77,1264.99,3,4056.77
2024-09-01,Influencer Marketing,17,2,1,13,18455.53,1526.28,10,2107.09
2024-10-01,Influencer Marketing,17,1,1,6,22856.59,2695.45,14,3429.97
2024-11-01,Influencer Marketing,18,2,1,21,27087.41,3056.72,4,2000.66
2024-12-01,Influencer Marketing,17,1,2,10,22359.32,1993.01,3,3100.39
2025-01-01,Influencer Marketing,18,2,1,14,21302.76,2625.53,5,1460.93
2025-02-01,Influencer Marketing,17,1,2,7,21558.58,2817.36,8,3737.9
2025-03-01,Influencer Marketing,16,1,2,8,19673.7,1466.58,6,1868.98
2025-04-01,Influencer Marketing,16,1,1,7,19421.43,1665.32,3,4245.95
2025-05-01,Influencer Marketing,16,1,1,7,22953.99,2234.83,6,4411.74
2025-06-01,Influencer Marketing,16,1,1,10,20216.37,2731.01,5,3012.75
2025-07-01,Influencer Marketing,16,1,1,10,18181.74,1476.39,6,3255.41
2025-08-01,Influencer Marketing,17,2,1,18,20651.65,2378.66,7,2095.2
2025-09-01,Influencer Marketing,19,3,1,28,20399.61,2847.47,3,1203.06
2025-10-01,Influencer Marketing,19,2,2,22,26791.19,1874.2,9,2730.23
2025-11-01,Influencer Marketing,21,3,1,20,26856.66,3580.39,5,1554.31
2025-12-01,Influencer Marketing,22,2,1,12,27595.98,2260.0,10,2548.11
2026-01-01,Influencer Marketing,23,2,1,22,26477.45,1869.07,15,2128.11
2026-02-01,Influencer Marketing,24,3,2,17,22656.81,1989.94,7,1353.65
2026-03-01,Influencer Marketing,24,1,1,7,26253.29,3369.93,8,3604.36
2026-04-01,Influencer Marketing,23,1,2,6,25013.34,2390.01,7,2779.03
2026-05-01,Influencer Marketing,23,1,1,10,24734.72,2169.55,4,2179.9
2026-06-01,Influencer Marketing,23,1,1,9,25007.57,2681.55,5,4173.9
2026-07-01,Influencer Marketing,22,1,2,11,24785.56,2154.57,4,2992.12
2026-08-01,Influencer Marketing,22,2,2,17,29573.36,2334.35,6,2553.1
2018-01-01,Online Reputation Management,4,1,0,8,13389.25,816.71,3,3396.06
2018-02-01,Online Reputation Management,5,1,0,7,11651.74,838.34,2,1735.18
2018-03-01,Online Reputation Management,6,1,0,8,13379.64,1587.89,2,3647.46
2018-04-01,Online Reputation Management,7,1,0,7,12134.43,829.62,3,3354.29
2018-05-01,Online Reputation Management,7,1,1,12,11543.77,1596.94,4,1749.66
2018-06-01,Online Reputation Management,8,1,0,7,11944.5,1107.63,3,2486.57
2018-07-01,Online Reputation Management,9,1,0,11,11686.49,853.46,2,1991.86
2018-08-01,Online Reputation Management,9,1,1,6,13142.88,1080.99,4,2108.99
2018-09-01,Online Reputation Management,10,1,0,8,12278.9,1679.1,3,2671.04
2018-10-01,Online Reputation Management,10,1,1,6,11636.01,1537.48,3,2131.09
2018-11-01,Online Reputation Management,10,1,1,7,12459.47,844.23,3,1679.56
2018-12-01,Online Reputation Management,11,1,0,6,13128.43,1401.31,2,1913.28
2019-01-01,Online Reputation Management,11,1,1,10,11995.23,1623.23,6,2512.14
2019-02-01,Online Reputation Management,11,1,1,8,11890.72,1141.38,4,2161.35
2019-03-01,Online Reputation Management,11,1,1,10,14208.66,1130.78,7,3686.44
2019-04-01,Online Reputation Management,11,1,1,8,13340.44,1373.07,3,3443.4
2019-05-01,Online Reputation Management,11,1,1,10,13322.61,1390.26,4,3880.62
2019-06-01,Online Reputation Management,12,2,1,14,13858.32,1347.04,4,1797.38
2019-07-01,Online Reputation Management,12,1,1,8,13395.82,967.58,2,3971.51
2019-08-01,Online Reputation Management,12,1,1,6,12904.85,1593.63,6,2356.01
2019-09-01,Online Reputation Management,11,0,1,0,12712.23,825.85,3,3097.53
2019-10-01,Online Reputation Management,11,1,1,9,14298.69,1688.59,4,3080.71
2019-11-01,Online Reputation Management,11,1,1,10,13227.53,1511.21,2,2681.96
2019-12-01,Online Reputation Management,11,1,1,8,13328.04,1503.4,5,3731.22
2020-01-01,Online Reputation Management,11,1,1,7,14731.67,1483.7,3,3346.28
2020-02-01,Online Reputation Management,11,1,1,11,12663.92,852.76,3,2355.91
2020-03-01,Online Reputation Management,11,1,1,6,10782.94,1389.39,4,1549.42
2020-04-01,Online Reputation Management,11,1,1,7,10346.43,1374.28,4,2187.88
2020-05-01,Online Reputation Management,10,0,1,0,8846.02,757.57,1,3882.31
2020-06-01,Online Reputation Management,10,1,1,7,9777.95,933.95,2,1558.07
2020-07-01,Online Reputation Management,10,1,1,9,11898.17,946.34,3,2861.37
2020-08-01,Online Reputation Management,10,1,1,6,12347.06,1215.55,3,3945.51
2020-09-01,Online Reputation Management,10,1,1,8,13460.12,1043.27,3,2223.3
2020-10-01,Online Reputation Management,10,1,1,6,13572.68,964.56,2,1518.77
2020-11-01,Online Reputation Management,10,0,0,0,14079.02,1542.69,3,3996.52
2020-12-01,Online Reputation Management,11,2,1,12,14650.04,1656.57,7,1844.99
2021-01-01,Online Reputation Management,11,1,1,7,17290.37,1940.24,4,2558.74
2021-02-01,Online Reputation Management,12,2,1,18,15991.1,1549.48,3,1738.0
2021-03-01,Online Reputation Management,12,1,1,6,16762.48,1564.5,6,2383.34
2021-04-01,Online Reputation Management,12,1,1,6,15972.87,1081.17,6,2728.14
2021-05-01,Online Reputation Management,12,1,1,6,15257.35,957.96,4,1632.02
2021-06-01,Online Reputation Management,13,2,1,15,15896.38,1995.57,6,1867.16
2021-07-01,Online Reputation Management,14,2,1,13,17567.57,1707.12,4,2143.63
2021-08-01,Online Reputation Management,14,1,1,10,16088.37,1190.99,3,3378.73
2021-09-01,Online Reputation Management,15,2,1,17,17971.34,2336.39,4,1843.03
2021-10-01,Online Reputation Management,15,1,1,7,16184.12,1704.41,5,2051.99
2021-11-01,Online Reputation Management,15,1,1,8,20369.51,1646.16,6,1566.44
2021-12-01,Online Reputation Management,15,1,1,8,16170.36,1377.39,4,2903.06
2022-01-01,Online Reputation Management,15,1,1,7,17820.68,1314.4,3,1502.67
2022-02-01,Online Reputation Management,14,0,1,0,17752.49,1342.78,3,3838.85
2022-03-01,Online Reputation Management,14,1,1,11,15458.26,1991.37,4,2017.46
2022-04-01,Online Reputation Management,14,1,1,10,15773.14,2067.37,2,2393.42
2022-05-01,Online Reputation Management,14,1,1,6,15289.4,1839.95,3,1788.32
2022-06-01,Online Reputation Management,15,2,1,11,16558.91,1757.71,3,1610.44
2022-07-01,Online Reputation Management,15,1,1,8,14563.13,1336.92,3,2746.6
2022-08-01,Online Reputation Management,15,1,1,7,17059.84,1513.1,5,1983.02
2022-09-01,Online Reputation Management,15,1,1,9,16594.62,1594.47,4,3816.92
2022-10-01,Online Reputation Management,15,1,1,8,17998.46,1216.18,7,2886.0
2022-11-01,Online Reputation Management,15,1,1,9,17866.7,2253.76,3,2036.35
2022-12-01,Online Reputation Management,16,2,1,12,18608.72,1978.45,6,1631.44
2023-01-01,Online Reputation Management,16,1,1,6,21016.79,2095.66,4,2906.67
2023-02-01,Online Reputation Management,17,2,1,15,18665.92,1523.65,8,2326.79
2023-03-01,Online Reputation Management,17,1,1,6,15716.61,1178.88,4,2841.22
2023-04-01,Online Reputation Management,17,1,1,6,15882.12,1724.43,4,3527.41
2023-05-01,Online Reputation Management,18,2,1,18,18266.8,1539.96,3,1796.0
2023-06-01,Online Reputation Management,18,1,1,7,18765.93,1691.54,3,2659.19
2023-07-01,Online Reputation Management,18,1,1,10,19656.34,1720.54,10,2805.63
2023-08-01,Online Reputation Management,18,1,1,7,19470.05,2525.51,4,3522.42
2023-09-01,Online Reputation Management,18,2,2,11,19815.69,1252.98,4,1589.75
2023-10-01,Online Reputation Management,20,3,1,33,20376.71,1320.12,3,1612.79
2023-11-01,Online Reputation Management,20,1,1,8,20129.86,1309.43,3,3789.36
2023-12-01,Online Reputation Management,21,2,1,12,20262.84,2363.2,5,2215.12
2024-01-01,Online Reputation Management,20,1,2,7,21890.99,2265.27,5,3858.46
2024-02-01,Online Reputation Management,20,1,1,9,22464.66,2051.49,7,2707.35
2024-03-01,Online Reputation Management,21,2,1,24,21321.77,1548.0,9,2615.18
2024-04-01,Online Reputation Management,21,2,2,19,21859.29,1397.45,6,2789.39
2024-05-01,Online Reputation Management,21,1,1,7,20260.39,1542.82,4,2921.42
2024-06-01,Online Reputation Management,21,1,1,10,18362.41,1744.93,3,3872.11
2024-07-01,Online Reputation Management,21,1,1,7,20452.55,2328.08,5,2851.19
2024-08-01,Online Reputation Management,22,2,1,22,22546.19,2250.38,6,1922.18
2024-09-01,Online Reputation Management,22,1,1,8,21038.41,1374.78,4,3987.04
2024-10-01,Online Reputation Management,24,3,1,18,22934.62,2248.62,12,1627.08
2024-11-01,Online Reputation Management,23,1,2,6,23156.39,2558.44,7,3454.39
2024-12-01,Online Reputation Management,23,1,1,6,25072.8,2518.84,5,3901.47
2025-01-01,Online Reputation Management,23,1,1,7,20807.05,2492.3,3,3363.01
2025-02-01,Online Reputation Management,23,1,1,9,25763.91,2636.97,6,3890.12
2025-03-01,Online Reputation Management,24,2,1,21,23854.48,1953.07,6,1937.95
2025-04-01,Online Reputation Management,23,1,2,6,21787.09,2610.95,4,3262.57
2025-05-01,Online Reputation Management,24,2,1,16,22028.44,2012.62,8,2101.88
2025-06-01,Online Reputation Management,24,1,1,9,25536.56,2286.59,10,2182.01
2025-07-01,Online Reputation Management,23,1,2,6,21430.51,2337.67,5,2744.83
2025-08-01,Online Reputation Management,23,1,1,8,22722.82,2261.95,7,2652.33
2025-09-01,Online Reputation Management,23,1,1,6,25201.51,3221.43,5,3591.53
2025-10-01,Online Reputation Management,24,2,1,14,24710.39,3338.48,8,2285.87
2025-11-01,Online Reputation Management,25,2,1,11,26323.1,2427.79,6,1924.5
2025-12-01,Online Reputation Management,26,2,1,12,24219.97,1724.57,6,1938.66
2026-01-01,Online Reputation Management,27,2,1,16,23464.42,2219.76,9,2190.52
2026-02-01,Online Reputation Management,28,2,1,25,24997.34,2642.05,3,2445.8
2026-03-01,Online Reputation Management,29,2,1,17,26631.17,3189.51,6,2797.29
2026-04-01,Online Reputation Management,28,1,2,7,23048.63,2655.94,4,2525.12
2026-05-01,Online Reputation Management,27,1,2,6,25488.24,1728.69,6,3808.37
2026-06-01,Online Reputation Management,26,1,2,6,23817.04,2958.5,7,2659.57
2026-07-01,Online Reputation Management,27,3,2,29,24446.56,3122.65,5,1837.6
2026-08-01,Online Reputation Management,28,2,1,12,26483.61,3392.01,4,3098.13
2018-01-01,PPC / Paid Media,5,2,0,14,24204.48,2597.36,7,1886.95
2018-02-01,PPC / Paid Media,6,1,0,12,16833.91,1202.62,6,3893.28
2018-03-01,PPC / Paid Media,7,1,0,9,19403.7,2430.48,6,3020.61
2018-04-01,PPC / Paid Media,8,2,1,17,18967.93,1215.38,3,1443.28
2018-05-01,PPC / Paid Media,8,1,1,8,21260.66,1333.26,5,3209.01
2018-06-01,PPC / Paid Media,8,1,1,6,20104.48,2062.58,4,2108.79
2018-07-01,PPC / Paid Media,9,1,0,6,18310.0,1312.22,7,1477.79
2018-08-01,PPC / Paid Media,10,2,1,14,19657.35,2613.96,11,1652.83
2018-09-01,PPC / Paid Media,10,1,1,7,21753.03,2506.81,18,4316.35
2018-10-01,PPC / Paid Media,11,1,0,8,22675.52,2280.59,5,4125.86
2018-11-01,PPC / Paid Media,11,1,1,9,24296.34,2513.81,6,4879.73
2018-12-01,PPC / Paid Media,13,2,0,19,20684.74,2008.44,14,2140.88
2019-01-01,PPC / Paid Media,13,1,1,8,24787.58,1569.06,13,3986.93
2019-02-01,PPC / Paid Media,16,4,1,25,22695.06,2351.58,5,1063.21
2019-03-01,PPC / Paid Media,18,3,1,18,24299.49,1607.15,7,1489.16
2019-04-01,PPC / Paid Media,18,1,1,8,21159.68,2569.06,4,2337.44
2019-05-01,PPC / Paid Media,18,1,1,6,23444.65,3189.72,7,4653.27
2019-06-01,PPC / Paid Media,18,1,1,7,21440.17,1685.29,4,4013.84
2019-07-01,PPC / Paid Media,18,1,1,9,20278.79,2018.57,10,4277.04
2019-08-01,PPC / Paid Media,17,1,2,10,24531.07,3300.56,5,4608.6
2019-09-01,PPC / Paid Media,17,1,1,11,23025.63,2296.24,4,2370.41
2019-10-01,PPC / Paid Media,18,2,1,12,26522.58,2012.29,6,2714.37
2019-11-01,PPC / Paid Media,17,1,2,7,26596.01,3295.25,6,4451.71
2019-12-01,PPC / Paid Media,18,2,1,16,30071.5,4034.27,8,2680.65
2020-01-01,PPC / Paid Media,20,3,1,25,24038.99,1915.39,7,1903.1
2020-02-01,PPC / Paid Media,22,3,1,21,20391.15,1953.11,5,1280.46
2020-03-01,PPC / Paid Media,21,1,2,6,15843.05,1383.26,3,3003.93
2020-04-01,PPC / Paid Media,20,1,2,10,16975.02,1930.27,6,3330.73
2020-05-01,PPC / Paid Media,19,1,2,6,15660.52,1147.43,2,2525.23
2020-06-01,PPC / Paid Media,19,1,1,8,15413.77,1926.47,3,4482.93
2020-07-01,PPC / Paid Media,19,1,1,6,19455.4,1552.16,5,1919.79
2020-08-01,PPC / Paid Media,19,2,2,25,23312.17,2436.56,6,1905.59
2020-09-01,PPC / Paid Media,19,1,1,6,19989.27,1417.9,7,2641.37
2020-10-01,PPC / Paid Media,20,2,1,19,24839.03,2404.49,10,2195.04
2020-11-01,PPC / Paid Media,19,1,2,10,27756.64,3363.69,9,3301.18
2020-12-01,PPC / Paid Media,20,2,1,20,22541.02,2658.06,3,1746.65
2021-01-01,PPC / Paid Media,20,1,1,7,27852.82,2841.2,7,4190.07
2021-02-01,PPC / Paid Media,19,1,2,8,27361.84,3120.0,6,2263.06
2021-03-01,PPC / Paid Media,19,1,1,6,26509.31,2342.84,5,4198.05
2021-04-01,PPC / Paid Media,20,2,1,14,26318.16,2318.97,11,1540.89
2021-05-01,PPC / Paid Media,21,2,1,12,25181.24,1662.24,6,3156.67
2021-06-01,PPC / Paid Media,21,1,1,7,27380.32,3330.31,4,3318.66
2021-07-01,PPC / Paid Media,21,1,1,9,23099.62,2736.9,8,3383.43
2021-08-01,PPC / Paid Media,21,1,1,12,26398.46,2763.76,9,4492.96
2021-09-01,PPC / Paid Media,20,1,2,12,24611.34,3358.68,4,4693.25
2021-10-01,PPC / Paid Media,21,3,2,29,33003.75,3171.57,10,1879.97
2021-11-01,PPC / Paid Media,22,2,1,17,32509.81,2069.35,5,3572.67
2021-12-01,PPC / Paid Media,22,2,2,19,29203.99,1902.25,5,1981.43
2022-01-01,PPC / Paid Media,23,2,1,13,28420.05,3841.36,5,2725.27
2022-02-01,PPC / Paid Media,24,2,1,22,27572.6,2569.44,12,2657.71
2022-03-01,PPC / Paid Media,23,1,2,8,24659.14,1519.52,7,4722.84
2022-04-01,PPC / Paid Media,23,2,2,25,25449.27,1856.51,13,2098.28
2022-05-01,PPC / Paid Media,23,1,1,6,28197.09,1936.14,10,3193.59
2022-06-01,PPC / Paid Media,22,1,2,11,26726.39,3687.17,11,3470.64
2022-07-01,PPC / Paid Media,23,2,1,11,24632.63,2225.07,6,2535.81
2022-08-01,PPC / Paid Media,22,1,2,11,26941.82,2766.14,5,4691.46
2022-09-01,PPC / Paid Media,24,3,1,20,25757.08,3604.73,14,1976.48
2022-10-01,PPC / Paid Media,26,4,2,29,29403.34,2623.21,6,1239.96
2022-11-01,PPC / Paid Media,26,2,2,16,31375.8,2689.75,14,3252.54
2022-12-01,PPC / Paid Media,25,1,2,10,30719.34,2540.12,7,4946.5
2023-01-01,PPC / Paid Media,25,1,1,6,32830.82,2358.43,5,4830.77
2023-02-01,PPC / Paid Media,26,2,1,12,27132.38,3358.47,3,1628.1
2023-03-01,PPC / Paid Media,28,3,1,28,30930.25,3275.75,12,2028.6
2023-04-01,PPC / Paid Media,30,4,2,25,28282.03,3176.42,6,1512.73
2023-05-01,PPC / Paid Media,30,1,1,7,29282.77,1912.41,8,3454.42
2023-06-01,PPC / Paid Media,31,3,2,18,25869.64,2192.8,6,1641.35
2023-07-01,PPC / Paid Media,29,1,3,11,24815.06,3135.08,4,3620.46
2023-08-01,PPC / Paid Media,31,4,2,44,26114.88,1732.99,4,1337.92
2023-09-01,PPC / Paid Media,30,1,2,7,29697.91,4034.51,14,4048.29
2023-10-01,PPC / Paid Media,29,1,2,9,33958.08,2421.32,14,3969.33
2023-11-01,PPC / Paid Media,30,2,1,19,31777.8,2491.64,5,2511.95
2023-12-01,PPC / Paid Media,33,5,2,42,40068.79,5366.91,7,1019.94
2024-01-01,PPC / Paid Media,33,2,2,12,32848.63,2227.25,7,3570.1
2024-02-01,PPC / Paid Media,33,2,2,20,29107.33,2374.92,6,2982.14
2024-03-01,PPC / Paid Media,32,1,2,8,35937.69,2679.35,6,4531.24
2024-04-01,PPC / Paid Media,31,1,2,6,31693.05,4200.74,10,4856.05
2024-05-01,PPC / Paid Media,32,2,1,14,35065.8,4294.63,5,2069.2
2024-06-01,PPC / Paid Media,31,2,3,12,29167.6,3887.59,6,2814.46
2024-07-01,PPC / Paid Media,32,3,2,28,33761.95,2484.72,4,1189.89
2024-08-01,PPC / Paid Media,31,1,2,9,31267.53,3493.03,16,4043.36
2024-09-01,PPC / Paid Media,32,3,2,24,33744.72,3732.02,16,2020.75
2024-10-01,PPC / Paid Media,32,2,2,18,39202.63,3776.56,13,2091.34
2024-11-01,PPC / Paid Media,33,4,3,33,36427.99,4811.72,14,1515.51
2024-12-01,PPC / Paid Media,34,2,1,13,42344.33,3816.2,11,4044.09
2025-01-01,PPC / Paid Media,39,7,2,46,42717.66,4995.29,6,1254.65
2025-02-01,PPC / Paid Media,38,1,2,10,34397.56,2976.76,14,3394.11
2025-03-01,PPC / Paid Media,38,3,3,32,33481.96,3923.88,8,2248.41
2025-04-01,PPC / Paid Media,37,2,3,11,37113.68,4222.01,9,1754.24
2025-05-01,PPC / Paid Media,41,6,2,75,32543.33,3273.17,4,1160.73
2025-06-01,PPC / Paid Media,41,2,2,13,29648.12,3828.34,12,1695.11
2025-07-01,PPC / Paid Media,43,5,3,35,31263.06,2846.32,5,1107.42
2025-08-01,PPC / Paid Media,40,1,4,6,36269.15,4060.38,5,4727.18
2025-09-01,PPC / Paid Media,41,3,2,26,36005.81,4180.33,6,1250.28
2025-10-01,PPC / Paid Media,40,1,2,9,40952.9,3540.3,16,3991.61
2025-11-01,PPC / Paid Media,38,1,3,7,41417.11,3130.6,8,3782.21
2025-12-01,PPC / Paid Media,40,4,2,41,39716.23,2804.11,5,1448.49
2026-01-01,PPC / Paid Media,41,4,3,23,41941.99,3522.87,21,2288.32
2026-02-01,PPC / Paid Media,40,2,3,11,38739.71,4038.27,13,4207.63
2026-03-01,PPC / Paid Media,39,1,2,7,38168.11,2421.31,23,4216.0
2026-04-01,PPC / Paid Media,39,2,2,20,35507.91,4299.05,4,2908.33
2026-05-01,PPC / Paid Media,38,2,3,13,40413.2,5075.29,10,3379.05
2026-06-01,PPC / Paid Media,41,5,2,46,37718.65,2547.46,16,1421.03
2026-07-01,PPC / Paid Media,39,1,3,9,35069.86,4125.5,7,2684.22
2026-08-01,PPC / Paid Media,38,2,3,16,40991.95,2546.35,5,4865.19
2018-01-01,SEO Services,6,2,0,22,19486.98,2690.17,6,2077.76
2018-02-01,SEO Services,6,1,1,7,18113.34,2279.04,5,2100.77
2018-03-01,SEO Services,9,3,0,19,18742.05,1656.09,5,1327.63
2018-04-01,SEO Services,11,2,0,21,17855.46,2047.02,6,1589.28
2018-05-01,SEO Services,11,1,1,11,17880.44,1753.29,8,1940.92
2018-06-01,SEO Services,11,1,1,6,18673.91,2322.68,6,2865.36
2018-07-01,SEO Services,13,2,0,13,18974.65,2147.7,6,1479.5
2018-08-01,SEO Services,13,1,1,7,18342.03,1791.79,6,2337.48
2018-09-01,SEO Services,13,1,1,12,19326.94,1834.85,8,2307.16
2018-10-01,SEO Services,13,1,1,9,19287.26,2178.56,7,1667.88
2018-11-01,SEO Services,14,2,1,24,22272.49,1496.8,6,2012.77
2018-12-01,SEO Services,14,1,1,8,20792.59,1881.35,9,2202.09
2019-01-01,SEO Services,15,2,1,12,18408.16,2134.92,9,1375.3
2019-02-01,SEO Services,15,1,1,11,19346.05,2557.71,5,2633.78
2019-03-01,SEO Services,15,1,1,6,20598.77,2421.53,7,2358.44
2019-04-01,SEO Services,15,1,1,12,22400.54,2229.28,7,2499.69
2019-05-01,SEO Services,15,1,1,7,22373.43,1963.26,5,2375.29
2019-06-01,SEO Services,16,2,1,16,17425.97,1729.64,4,2164.61
2019-07-01,SEO Services,16,1,1,8,16652.14,1027.92,5,1733.95
2019-08-01,SEO Services,16,1,1,9,20529.34,2314.76,6,2308.07
2019-09-01,SEO Services,16,1,1,7,22356.5,2004.79,6,3032.02
2019-10-01,SEO Services,16,1,1,9,21718.84,2929.51,7,3105.8
2019-11-01,SEO Services,16,1,1,6,21356.39,2807.85,6,3184.75
2019-12-01,SEO Services,16,1,1,6,23899.84,1935.81,5,2523.32
2020-01-01,SEO Services,16,1,1,7,22946.84,2982.28,9,2862.23
2020-02-01,SEO Services,16,1,1,12,20433.86,1601.45,11,3143.65
2020-03-01,SEO Services,16,1,1,10,13499.96,1678.45,4,2212.66
2020-04-01,SEO Services,17,2,1,18,15916.38,1577.1,6,1447.51
2020-05-01,SEO Services,17,1,1,7,15830.59,1083.95,7,3049.62
2020-06-01,SEO Services,18,2,1,16,18019.42,2212.44,8,2392.09
2020-07-01,SEO Services,18,1,1,7,18311.38,2369.84,5,2793.63
2020-08-01,SEO Services,19,2,1,19,19211.0,1516.38,6,2503.86
2020-09-01,SEO Services,21,3,1,18,24818.12,2105.24,14,1333.12
2020-10-01,SEO Services,22,2,1,24,23556.2,1517.76,8,1769.44
2020-11-01,SEO Services,22,1,1,8,23796.23,3093.52,4,2561.43
2020-12-01,SEO Services,23,2,1,24,23054.67,2072.36,6,1698.78
2021-01-01,SEO Services,27,5,1,30,28489.93,3766.72,7,1303.92
2021-02-01,SEO Services,28,2,1,15,25460.99,2575.07,6,2484.97
2021-03-01,SEO Services,28,1,1,8,24774.17,2312.7,10,2479.13
2021-04-01,SEO Services,28,2,2,18,26920.83,3658.77,6,1854.99
2021-05-01,SEO Services,28,2,2,12,27689.77,2841.46,7,2270.87
2021-06-01,SEO Services,29,3,2,32,26186.1,2858.22,15,1604.81
2021-07-01,SEO Services,27,1,3,6,25941.03,2788.52,8,3071.88
2021-08-01,SEO Services,28,2,1,14,24320.44,1792.5,8,1706.77
2021-09-01,SEO Services,28,2,2,15,22149.13,2391.39,4,2245.26
2021-10-01,SEO Services,29,3,2,19,26005.12,2956.74,12,1375.42
2021-11-01,SEO Services,29,2,2,21,29952.35,2151.26,7,1741.07
2021-12-01,SEO Services,28,2,3,13,29437.06,2895.12,13,2659.37
2022-01-01,SEO Services,27,1,2,7,29112.68,2030.72,9,3102.39
2022-02-01,SEO Services,28,2,1,16,26308.78,2509.47,13,2108.64
2022-03-01,SEO Services,30,4,2,37,26823.0,3405.23,17,1421.18
2022-04-01,SEO Services,28,1,3,12,25288.77,2004.55,14,2500.25
2022-05-01,SEO Services,29,2,1,25,28259.21,1812.34,10,3021.28
2022-06-01,SEO Services,28,1,2,6,21784.22,2652.64,7,2898.82
2022-07-01,SEO Services,29,3,2,21,24376.49,3122.4,13,1449.85
2022-08-01,SEO Services,29,3,3,21,24369.39,1568.41,5,1741.52
2022-09-01,SEO Services,29,1,1,10,25946.85,3591.1,10,2619.16
2022-10-01,SEO Services,27,1,3,9,28645.69,3043.36,8,2344.83
2022-11-01,SEO Services,28,3,2,24,31539.18,2193.15,13,1496.88
2022-12-01,SEO Services,29,3,2,25,31706.02,2939.23,14,2055.81
2023-01-01,SEO Services,30,3,2,29,28339.48,2998.22,9,1272.12
